"Issue ID","Work Item ID","Project Key","Issue Type","Summary","Description","Parent ID","Labels","External Link","Acceptance Criteria"
"gh-95-epic","gh-95-epic","AUTO","Epic","[GH#95] Implement API Request Deduplication","GitHub issue: https://github.com/kmcgarry1/edhrec-compare/issues/95
Labels: [object Object], [object Object]

# Implement API Request Deduplication

**Priority:** Medium  
**Type:** Performance Enhancement  
**Component:** API Layer  
**Effort:** Small (1-2 days)

## Problem

The application can make duplicate simultaneous API requests when multiple components request the same data:

### Current Issues

- Multiple components may fetch the same Scryfall card simultaneously
- Rapid filter changes trigger duplicate EDHREC requests
- No request deduplication mechanism
- Wasted bandwidth and API quota
- Increased Scryfall API load
- Race conditions with concurrent requests

### User Impact

- **Medium:** Slower loading due to unnecessary duplicate requests
- Inconsistent data if requests complete in different order
- Potential API rate limiting from excessive requests
- Wasted mobile data on duplicate fetches
- Server load on Scryfall's public API

## Proposed Solution

### Request Deduplication Pattern

Implement a request cache that deduplicates in-flight requests:

```typescript
// src/api/requestCache.ts
type PendingRequest<T> = Promise<T>;
type RequestKey = string;

class RequestCache {
  private pending = new Map<RequestKey, PendingRequest<any>>();

  async dedupe<T>(key: RequestKey, fetcher: () => Promise<T>): Promise<T> {
    // Return existing pending request if found
    if (this.pending.has(key)) {
      return this.pending.get(key) as Promise<T>;
    }

    // Create new request
    const request = fetcher().finally(() => {
      // Clean up after completion
      this.pending.delete(key);
    });

    this.pending.set(key, request);
    return request;
  }

  clear(): void {
    this.pending.clear();
  }

  has(key: RequestKey): boolean {
    return this.pending.has(key);
  }
}

export const requestCache = new RequestCache();
```

### Scryfall API Integration

```typescript
// src/api/scryfallApi.ts
import { requestCache } from ""./requestCache"";

export async function getCardByName(name: string): Promise<ScryfallCard | null> {
  const cacheKey = `scryfall:card:${name.toLowerCase()}`;

  return requestCache.dedupe(cacheKey, async () => {
    const sanitized = sanitizeCardName(name);
    const url = `https://api.scryfall.com/cards/named?fuzzy=${encodeURIComponent(sanitized)}`;

    return apiCall(
      async () => {
        const response = await fetch(url);
        if (!response.ok) {
          if (response.status === 404) return null;
          throw new Error(`Scryfall API error: ${response.status}`);
        }
        return response.json();
      },
      `Failed to fetch card: ${name}`,
      { context: ""getCardByName"" }
    );
  });
}

export async function getCardsByNames(names: string[]): Promise<Map<string, ScryfallCard>> {
  // Deduplicate the input names first
  const uniqueNames = [...new Set(names)];

  // Batch processing with deduplication
  const batchKey = uniqueNames.sort().join("","");
  const cacheKey = `scryfall:batch:${batchKey}`;

  return requestCache.dedupe(cacheKey, async () => {
    // ... existing batch logic
  });
}
```

### EDHREC API Deduplication

```typescript
// src/components/EdhrecReader.vue
import { requestCache } from ""../api/requestCache"";

const fetchEdhrecData = async (commander: string, filters: EdhrecFilters): Promise<EdhrecData> => {
  const cacheKey = `edhrec:${commander}:${JSON.stringify(filters)}`;

  return requestCache.dedupe(cacheKey, async () => {
    const url = constructEdhrecUrl(commander, filters);
    const response = await fetch(url);

    if (!response.ok) {
      throw new Error(`EDHREC API error: ${response.status}`);
    }

    return response.json();
  });
};
```

### Debounced Requests

```typescript
// src/composables/useDebouncedRequest.ts
import { ref } from ""vue"";
import { useDebounceFn } from ""@vueuse/core"";

export const useDebouncedRequest = <T>(fetcher: () => Promise<T>, delay: number = 300) => {
  const data = ref<T | null>(null);
  const loading = ref(false);
  const error = ref<Error | null>(null);

  const debouncedFetch = useDebounceFn(async () => {
    loading.value = true;
    error.value = null;

    try {
      data.value = await fetcher();
    } catch (err) {
      error.value = err as Error;
    } finally {
      loading.value = false;
    }
  }, delay);

  return { data, loading, error, execute: debouncedFetch };
};
```

### Request Cancellation

```typescript
// src/api/cancellableRequest.ts
export class CancellableRequest<T> {
  private controller: AbortController;

  constructor(private fetcher: (signal: AbortSignal) => Promise<T>) {
    this.controller = new AbortController();
  }

  async execute(): Promise<T> {
    return this.fetcher(this.controller.signal);
  }

  cancel(): void {
    this.controller.abort();
  }
}

// Usage in components
const cancelRef = ref<CancellableRequest<any> | null>(null);

const searchCommander = async (query: string) => {
  // Cancel previous request
  cancelRef.value?.cancel();

  // Create new cancellable request
  cancelRef.value = new CancellableRequest(async (signal) => {
    const response = await fetch(url, { signal });
    return response.json();
  });

  try {
    const results = await cancelRef.value.execute();
    // Process results
  } catch (err) {
    if (err.name === ""AbortError"") {
      console.log(""Request cancelled"");
      return;
    }
    throw err;
  }
};
```

## Technical Considerations

### Files to Create

- `src/api/requestCache.ts` - Request deduplication cache
- `src/api/cancellableRequest.ts` - Request cancellation utility
- `src/composables/useDebouncedRequest.ts` - Debounced request composable
- `tests/unit/api/requestCache.spec.ts` - Unit tests

### Files to Modify

- `src/api/scryfallApi.ts` - Add deduplication
- `src/components/EdhrecReader.vue` - Use debounced requests
- `src/components/CommanderSearch.vue` - Cancel on new input

### Memory Management

```typescript
// Add TTL to request cache to prevent memory leaks
class RequestCache {
  private pending = new Map<
    RequestKey,
    {
      promise: PendingRequest<any>;
      timestamp: number;
    }
  >();

  private readonly TTL = 30000; // 30 seconds

  async dedupe<T>(key: RequestKey, fetcher: () => Promise<T>): Promise<T> {
    const cached = this.pending.get(key);

    // Return if still pending and not expired
    if (cached && Date.now() - cached.timestamp < this.TTL) {
      return cached.promise;
    }

    // Create new request
    const promise = fetcher().finally(() => {
      // Clean up after delay to allow sharing
      setTimeout(() => this.pending.delete(key), 1000);
    });

    this.pending.set(key, { promise, timestamp: Date.now() });
    return promise;
  }

  // Periodic cleanup of expired entries
  startCleanup(): void {
    setInterval(() => {
      const now = Date.now();
      for (const [key, { timestamp }] of this.pending) {
        if (now - timestamp > this.TTL) {
          this.pending.delete(key);
        }
      }
    }, 60000); // Every minute
  }
}
```

## Implementation Plan

### Phase 1: Core Deduplication (Day 1)

1. Create RequestCache class
2. Add tests for deduplication logic
3. Integrate with Scryfall API
4. Test with concurrent requests

### Phase 2: Cancellation & Debouncing (Day 2)

1. Implement CancellableRequest utility
2. Add request cancellation to search
3. Integrate debounced requests
4. Test rapid filter changes

## Acceptance Criteria

- [ ] Duplicate simultaneous requests deduplicated
- [ ] Memory usage stable (no leaks from pending requests)
- [ ] Rapid filter changes don't create duplicate requests
- [ ] Request cancellation works for search
- [ ] Unit tests for request cache (80%+ coverage)
- [ ] No regression in functionality
- [ ] Network tab shows reduced duplicate requests

## Performance Targets

### Before Deduplication

- Commander search (typing ""Atraxa""): 6 requests (one per letter)
- Filter toggle: 2-3 duplicate EDHREC requests
- Card fetch: 5-10% duplicate Scryfall requests

### After Deduplication

- Commander search (typing ""Atraxa""): 1 request (debounced + cancelled)
- Filter toggle: 1 EDHREC request (deduplicated)
- Card fetch: 0% duplicate Scryfall requests

## Testing Strategy

### Unit Tests

```typescript
// tests/unit/api/requestCache.spec.ts
import { requestCache } from ""@/api/requestCache"";

describe(""RequestCache"", () => {
  it(""deduplicates concurrent requests"", async () => {
    let callCount = 0;
    const fetcher = async () => {
      callCount++;
      await delay(100);
      return ""result"";
    };

    // Make 5 concurrent requests
    const results = await Promise.all([
      requestCache.dedupe(""key"", fetcher),
      requestCache.dedupe(""key"", fetcher),
      requestCache.dedupe(""key"", fetcher),
      requestCache.dedupe(""key"", fetcher),
      requestCache.dedupe(""key"", fetcher),
    ]);

    // Should only call fetcher once
    expect(callCount).toBe(1);
    expect(results).toEqual([""result"", ""result"", ""result"", ""result"", ""result""]);
  });

  it(""cleans up after request completion"", async () => {
    await requestCache.dedupe(""key"", async () => ""result"");

    // Wait for cleanup
    await delay(1100);

    expect(requestCache.has(""key"")).toBe(false);
  });
});
```

### E2E Tests

```typescript
// tests/e2e/request-deduplication.spec.ts
test(""deduplicates rapid filter changes"", async ({ page }) => {
  const requests: string[] = [];

  // Track network requests
  page.on(""request"", (req) => {
    if (req.url().includes(""json.edhrec.com"")) {
      requests.push(req.url());
    }
  });

  await page.goto(""/"");
  await selectCommander(page, ""Atraxa"");

  // Rapidly toggle filters
  for (let i = 0; i < 5; i++) {
    await page.click('[data-testid=""bracket-filter""]');
    await delay(50);
  }

  // Should only make 1-2 requests, not 5
  expect(requests.length).toBeLessThan(3);
});
```

## Related Issues

- #01 - IndexedDB caching (complementary optimization)
- Performance optimization overall
- API rate limiting prevention

## References

- [Request Deduplication Pattern](https://kentcdodds.com/blog/optimize-react-re-renders)
- [AbortController - MDN](https://developer.mozilla.org/en-US/docs/Web/API/AbortController)
- [Debouncing - lodash](https://lodash.com/docs/4.17.15#debounce)


Acceptance Criteria:
  1. Duplicate simultaneous requests deduplicated
  2. Memory usage stable (no leaks from pending requests)
  3. Rapid filter changes don't create duplicate requests
  4. Request cancellation works for search
  5. Unit tests for request cache (80%+ coverage)
  6. No regression in functionality
  7. Network tab shows reduced duplicate requests","","medium-priority;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/95","1. Duplicate simultaneous requests deduplicated | 2. Memory usage stable (no leaks from pending requests) | 3. Rapid filter changes don't create duplicate requests | 4. Request cancellation works for search | 5. Unit tests for request cache (80%+ coverage) | 6. No regression in functionality | 7. Network tab shows reduced duplicate requests"
"gh-95-epic-story-1","gh-95-epic-story-1","AUTO","Story","Phase 1: Core Deduplication (Day 1) - Implement API Request Deduplication","Parent GitHub issue: https://github.com/kmcgarry1/edhrec-compare/issues/95

1. Create RequestCache class
2. Add tests for deduplication logic
3. Integrate with Scryfall API
4. Test with concurrent requests","gh-95-epic","medium-priority;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/95","1. Duplicate simultaneous requests deduplicated | 2. Memory usage stable (no leaks from pending requests) | 3. Rapid filter changes don't create duplicate requests | 4. Request cancellation works for search | 5. Unit tests for request cache (80%+ coverage) | 6. No regression in functionality | 7. Network tab shows reduced duplicate requests"
"gh-95-epic-story-1-task-1","gh-95-epic-story-1-task-1","AUTO","Sub-task","Create RequestCache class","Derived from Phase 1: Core Deduplication (Day 1)","gh-95-epic-story-1","medium-priority;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/95",""
"gh-95-epic-story-1-task-2","gh-95-epic-story-1-task-2","AUTO","Sub-task","Add tests for deduplication logic","Derived from Phase 1: Core Deduplication (Day 1)","gh-95-epic-story-1","medium-priority;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/95",""
"gh-95-epic-story-1-task-3","gh-95-epic-story-1-task-3","AUTO","Sub-task","Integrate with Scryfall API","Derived from Phase 1: Core Deduplication (Day 1)","gh-95-epic-story-1","medium-priority;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/95",""
"gh-95-epic-story-1-task-4","gh-95-epic-story-1-task-4","AUTO","Sub-task","Test with concurrent requests","Derived from Phase 1: Core Deduplication (Day 1)","gh-95-epic-story-1","medium-priority;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/95",""
"gh-95-epic-story-2","gh-95-epic-story-2","AUTO","Story","Phase 2: Cancellation & Debouncing (Day 2) - Implement API Request Deduplication","Parent GitHub issue: https://github.com/kmcgarry1/edhrec-compare/issues/95

1. Implement CancellableRequest utility
2. Add request cancellation to search
3. Integrate debounced requests
4. Test rapid filter changes","gh-95-epic","medium-priority;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/95","1. Duplicate simultaneous requests deduplicated | 2. Memory usage stable (no leaks from pending requests) | 3. Rapid filter changes don't create duplicate requests | 4. Request cancellation works for search | 5. Unit tests for request cache (80%+ coverage) | 6. No regression in functionality | 7. Network tab shows reduced duplicate requests"
"gh-95-epic-story-2-task-1","gh-95-epic-story-2-task-1","AUTO","Sub-task","Implement CancellableRequest utility","Derived from Phase 2: Cancellation & Debouncing (Day 2)","gh-95-epic-story-2","medium-priority;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/95",""
"gh-95-epic-story-2-task-2","gh-95-epic-story-2-task-2","AUTO","Sub-task","Add request cancellation to search","Derived from Phase 2: Cancellation & Debouncing (Day 2)","gh-95-epic-story-2","medium-priority;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/95",""
"gh-95-epic-story-2-task-3","gh-95-epic-story-2-task-3","AUTO","Sub-task","Integrate debounced requests","Derived from Phase 2: Cancellation & Debouncing (Day 2)","gh-95-epic-story-2","medium-priority;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/95",""
"gh-95-epic-story-2-task-4","gh-95-epic-story-2-task-4","AUTO","Sub-task","Test rapid filter changes","Derived from Phase 2: Cancellation & Debouncing (Day 2)","gh-95-epic-story-2","medium-priority;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/95",""
"gh-91-epic","gh-91-epic","AUTO","Epic","[GH#91] Implement Code Splitting and Lazy Loading","GitHub issue: https://github.com/kmcgarry1/edhrec-compare/issues/91
Labels: [object Object], [object Object], [object Object]

# Implement Code Splitting and Lazy Loading

**Priority:** High  
**Type:** Performance Enhancement  
**Component:** Build Configuration, Component Loading  
**Effort:** Medium (2-3 days)

## Problem

The entire application bundle (201 KB JS + 74 KB CSS) loads upfront, even though users don't need all features immediately:

### Current Issues

- Full 275 KB bundle downloads before any interaction
- CSV upload modal loads even if user never uploads CSV
- All components bundled together (no code splitting)
- Slower time-to-interactive (TTI) on slow connections
- Mobile users wait longer for initial load
- Unused features bloat the initial bundle

### User Impact

- **High:** 2-4 second wait on 3G connections before app interactive
- Poor first impression (blank screen while loading)
- Wasted bandwidth for users who don't use all features
- Lower Core Web Vitals scores (LCP, TTI)
- Reduced SEO ranking due to slow page speed

## Proposed Solution

### Code Splitting Strategy

Implement strategic code splitting to reduce initial bundle size by 40-50%:

1. **Route-based Splitting** (Not applicable - no routing)
2. **Component-based Splitting** ✓
3. **Vendor Splitting** ✓
4. **Feature-based Splitting** ✓

### Components to Lazy Load

**High Priority (Large, Optional)**

- `CSVUpload.vue` + `CsvUploadModal.vue` (~15 KB)
- `DecklistExport.vue` (~8 KB)
- `NebulaBackground.vue` (~10 KB, can defer)
- `FloatingCardlistNav.vue` (~8 KB, shows after search)

**Medium Priority**

- Card table components (after virtualization)
- Onboarding modal (first-time users only)

**Low Priority**

- Icon components (can stay in main bundle)
- Core UI components (CButton, CText)

### Implementation Approach

```typescript
// src/components/Dashboard.vue - Lazy load modals
<script setup lang=""ts"">
import { defineAsyncComponent } from 'vue';

// Eagerly loaded (needed immediately)
import CommanderSearch from './CommanderSearch.vue';
import EdhrecReader from './EdhrecReader.vue';
import ToolkitHeader from './ToolkitHeader.vue';

// Lazy loaded (optional features)
const CsvUploadModal = defineAsyncComponent(
  () => import('./CsvUploadModal.vue')
);

const DecklistExport = defineAsyncComponent(
  () => import('./DecklistExport.vue')
);

const NebulaBackground = defineAsyncComponent({
  loader: () => import('./NebulaBackground.vue'),
  // Show nothing while loading (transparent)
  loadingComponent: () => null,
  delay: 200, // Wait 200ms before showing loading
});

// Only load onboarding for first-time users
const OnboardingModal = defineAsyncComponent({
  loader: () => import('./OnboardingModal.vue'),
  delay: 1000, // Wait 1s before showing
});
</script>
```

### Vendor Splitting Configuration

```typescript
// vite.config.ts - Optimize chunk splitting
export default defineConfig({
  build: {
    rollupOptions: {
      output: {
        manualChunks: {
          // Vue framework separate chunk
          ""vue-vendor"": [""vue""],

          // VueUse composables (used throughout)
          ""vueuse-vendor"": [""@vueuse/core""],

          // Large third-party libraries
          ""vendor-icons"": [""@mdi/js""],

          // Analytics separate (non-critical)
          ""vendor-analytics"": [""@vercel/analytics"", ""@vercel/speed-insights"", ""@sentry/vue""],
        },
      },
    },
  },
});
```

### Dynamic Import for Features

```typescript
// src/composables/useCsvUpload.ts
// Defer parsing logic until CSV uploaded
const parseCsvContent = async (content: string) => {
  // Dynamically import CSV validator when needed
  const { validateCsv } = await import(""../utils/csvValidator"");
  return validateCsv(content);
};
```

### Prefetch Strategy

```typescript
// Prefetch likely-needed chunks
// src/main.ts
if (""requestIdleCallback"" in window) {
  requestIdleCallback(() => {
    // Prefetch CSV upload modal after 2s idle
    setTimeout(() => {
      import(""./components/CsvUploadModal.vue"");
    }, 2000);
  });
}
```

## Technical Considerations

### Files to Modify

- `vite.config.ts` - Add manual chunks configuration
- `src/components/Dashboard.vue` - Lazy load modals
- `src/components/ToolkitHeader.vue` - Defer non-critical features
- `src/main.ts` - Add prefetch logic
- `package.json` - Configure build script

### Bundle Size Targets

**Current Bundle (Production)**

- Main JS: 201 KB (68 KB gzipped)
- Main CSS: 74 KB (12 KB gzipped)
- Total: 275 KB (80 KB gzipped)

**After Code Splitting**

- Main JS: 110-120 KB (40-45 KB gzipped) ✓ 40% reduction
- Vue vendor: 45 KB (15 KB gzipped)
- VueUse vendor: 15 KB (5 KB gzipped)
- Analytics vendor: 20 KB (7 KB gzipped)
- CSV modal chunk: 15 KB (5 KB gzipped)
- Total: ~205 KB (67 KB gzipped)
- **Initial load: 110-120 KB vs 201 KB** ✓ 40% faster

### Loading States

```vue
<!-- Show skeleton while lazy loading -->
<Suspense>
  <template #default>
    <CsvUploadModal />
  </template>
  <template #fallback>
    <SkeletonCard />
  </template>
</Suspense>
```

### Error Handling

```typescript
// Handle chunk loading failures
const CsvUploadModal = defineAsyncComponent({
  loader: () => import(""./CsvUploadModal.vue""),
  onError(error, retry, fail) {
    console.error(""Failed to load CSV modal:"", error);
    // Retry once
    if (retryCount < 1) {
      retryCount++;
      retry();
    } else {
      notifyError(""Failed to load component. Please refresh the page."");
      fail();
    }
  },
});
```

## Implementation Plan

### Phase 1: Vendor Splitting (Day 1)

1. Configure manual chunks in vite.config.ts
2. Split Vue, VueUse, MDI icons, analytics
3. Test bundle sizes
4. Ensure all chunks load correctly

### Phase 2: Component Lazy Loading (Day 2)

1. Convert CSV modal to lazy load
2. Convert export modal to lazy load
3. Convert background to lazy load
4. Add loading states (Suspense)
5. Test user flows (upload CSV, export)

### Phase 3: Optimization (Day 3)

1. Add prefetch for frequently used chunks
2. Optimize chunk sizes (combine small chunks)
3. Test on slow 3G connection
4. Measure Core Web Vitals improvements
5. Update bundle analysis

## Acceptance Criteria

- [ ] Initial JS bundle reduced to 110-120 KB (from 201 KB)
- [ ] Time to Interactive (TTI) reduced by 30%+
- [ ] Largest Contentful Paint (LCP) < 2.5s on 3G
- [ ] All lazy-loaded components work correctly
- [ ] No regression in user experience
- [ ] Loading states shown for slow connections
- [ ] Chunk loading errors handled gracefully
- [ ] Bundle analysis shows optimal chunk sizes

## Performance Targets

### Before Code Splitting

- Initial bundle: 201 KB JS + 74 KB CSS = 275 KB
- TTI on 3G: ~4.5 seconds
- LCP: ~3.2 seconds
- Bundle requests: 2 (JS + CSS)

### After Code Splitting

- Initial bundle: 110 KB JS + 74 KB CSS = 184 KB
- TTI on 3G: ~2.8 seconds (38% faster)
- LCP: ~2.3 seconds (28% faster)
- Bundle requests: 4-5 (main + vendors)

## Testing Strategy

### Bundle Size Testing

```bash
# Before changes
npm run build
# Main JS: 201 KB

# After changes
npm run build
# Main JS: 110-120 KB
# Vendor chunks: 45 KB + 15 KB + 20 KB
# Feature chunks: 15 KB (CSV modal)

# Analyze bundle
npm run build:analyze
# Verify no duplicate code between chunks
```

### E2E Testing

```typescript
// Test lazy loading doesn't break functionality
test(""CSV upload works with lazy loading"", async ({ page }) => {
  await page.goto(""/"");

  // Click upload button (triggers lazy load)
  await page.click('[data-testid=""upload-csv""]');

  // Wait for modal to load
  await page.waitForSelector('[data-testid=""csv-modal""]');

  // Upload CSV
  await page.setInputFiles('input[type=""file""]', ""test.csv"");

  // Verify CSV processed
  await expect(page.locator("".csv-success"")).toBeVisible();
});
```

### Performance Testing

```typescript
// Measure TTI improvement
import { performance } from ""perf_hooks"";

test(""TTI improved with code splitting"", async ({ page }) => {
  const start = performance.now();

  await page.goto(""/"");
  await page.waitForLoadState(""networkidle"");

  const tti = performance.now() - start;

  // Should be < 3000ms on simulated 3G
  expect(tti).toBeLessThan(3000);
});
```

## Monitoring & Rollout

### Gradual Rollout

1. **Week 1:** Deploy to staging, test thoroughly
2. **Week 2:** Deploy to 10% of users (feature flag)
3. **Week 3:** Deploy to 50% of users
4. **Week 4:** Deploy to 100% of users

### Monitoring Metrics

```typescript
// Track chunk loading performance
if (import.meta.env.PROD) {
  const observer = new PerformanceObserver((list) => {
    for (const entry of list.getEntries()) {
      if (entry.entryType === ""resource"" && entry.name.includes("".js"")) {
        analytics.track(""chunk_loaded"", {
          name: entry.name,
          duration: entry.duration,
          size: entry.transferSize,
        });
      }
    }
  });

  observer.observe({ entryTypes: [""resource""] });
}
```

## Alternative Approaches Considered

1. **HTTP/2 Server Push** - Considered: Complex server setup
2. **Preload directives** - Included: Used for critical chunks
3. **Service Worker precaching** - Future: Consider for PWA
4. **PRPL Pattern** - Considered: Overkill for SPA without routing
5. **Module preload** - Included: For immediate chunks

## Related Issues

- #01 - IndexedDB caching (reduces data fetching)
- #02 - Virtual scrolling (reduces render time)
- Bundle size optimization overall

## References

- [Code Splitting - Vite](https://vitejs.dev/guide/features.html#code-splitting)
- [Manual Chunks - Rollup](https://rollupjs.org/guide/en/#outputmanualchunks)
- [Dynamic Imports - Vue](https://vuejs.org/guide/components/async.html)
- [Web Vitals - Google](https://web.dev/vitals/)
- [Lighthouse Performance Scoring](https://web.dev/performance-scoring/)


Acceptance Criteria:
  1. Initial JS bundle reduced to 110-120 KB (from 201 KB)
  2. Time to Interactive (TTI) reduced by 30%+
  3. Largest Contentful Paint (LCP) < 2.5s on 3G
  4. All lazy-loaded components work correctly
  5. No regression in user experience
  6. Loading states shown for slow connections
  7. Chunk loading errors handled gracefully
  8. Bundle analysis shows optimal chunk sizes","","high-priority;performance;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/91","1. Initial JS bundle reduced to 110-120 KB (from 201 KB) | 2. Time to Interactive (TTI) reduced by 30%+ | 3. Largest Contentful Paint (LCP) < 2.5s on 3G | 4. All lazy-loaded components work correctly | 5. No regression in user experience | 6. Loading states shown for slow connections | 7. Chunk loading errors handled gracefully | 8. Bundle analysis shows optimal chunk sizes"
"gh-91-epic-story-1","gh-91-epic-story-1","AUTO","Story","Phase 1: Vendor Splitting (Day 1) - Implement Code Splitting and Lazy Loading","Parent GitHub issue: https://github.com/kmcgarry1/edhrec-compare/issues/91

1. Configure manual chunks in vite.config.ts
2. Split Vue, VueUse, MDI icons, analytics
3. Test bundle sizes
4. Ensure all chunks load correctly","gh-91-epic","high-priority;performance;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/91","1. Initial JS bundle reduced to 110-120 KB (from 201 KB) | 2. Time to Interactive (TTI) reduced by 30%+ | 3. Largest Contentful Paint (LCP) < 2.5s on 3G | 4. All lazy-loaded components work correctly | 5. No regression in user experience | 6. Loading states shown for slow connections | 7. Chunk loading errors handled gracefully | 8. Bundle analysis shows optimal chunk sizes"
"gh-91-epic-story-1-task-1","gh-91-epic-story-1-task-1","AUTO","Sub-task","Configure manual chunks in vite.config.ts","Derived from Phase 1: Vendor Splitting (Day 1)","gh-91-epic-story-1","high-priority;performance;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/91",""
"gh-91-epic-story-1-task-2","gh-91-epic-story-1-task-2","AUTO","Sub-task","Split Vue, VueUse, MDI icons, analytics","Derived from Phase 1: Vendor Splitting (Day 1)","gh-91-epic-story-1","high-priority;performance;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/91",""
"gh-91-epic-story-1-task-3","gh-91-epic-story-1-task-3","AUTO","Sub-task","Test bundle sizes","Derived from Phase 1: Vendor Splitting (Day 1)","gh-91-epic-story-1","high-priority;performance;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/91",""
"gh-91-epic-story-1-task-4","gh-91-epic-story-1-task-4","AUTO","Sub-task","Ensure all chunks load correctly","Derived from Phase 1: Vendor Splitting (Day 1)","gh-91-epic-story-1","high-priority;performance;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/91",""
"gh-91-epic-story-2","gh-91-epic-story-2","AUTO","Story","Phase 2: Component Lazy Loading (Day 2) - Implement Code Splitting and Lazy Loading","Parent GitHub issue: https://github.com/kmcgarry1/edhrec-compare/issues/91

1. Convert CSV modal to lazy load
2. Convert export modal to lazy load
3. Convert background to lazy load
4. Add loading states (Suspense)
5. Test user flows (upload CSV, export)","gh-91-epic","high-priority;performance;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/91","1. Initial JS bundle reduced to 110-120 KB (from 201 KB) | 2. Time to Interactive (TTI) reduced by 30%+ | 3. Largest Contentful Paint (LCP) < 2.5s on 3G | 4. All lazy-loaded components work correctly | 5. No regression in user experience | 6. Loading states shown for slow connections | 7. Chunk loading errors handled gracefully | 8. Bundle analysis shows optimal chunk sizes"
"gh-91-epic-story-2-task-1","gh-91-epic-story-2-task-1","AUTO","Sub-task","Convert CSV modal to lazy load","Derived from Phase 2: Component Lazy Loading (Day 2)","gh-91-epic-story-2","high-priority;performance;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/91",""
"gh-91-epic-story-2-task-2","gh-91-epic-story-2-task-2","AUTO","Sub-task","Convert export modal to lazy load","Derived from Phase 2: Component Lazy Loading (Day 2)","gh-91-epic-story-2","high-priority;performance;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/91",""
"gh-91-epic-story-2-task-3","gh-91-epic-story-2-task-3","AUTO","Sub-task","Convert background to lazy load","Derived from Phase 2: Component Lazy Loading (Day 2)","gh-91-epic-story-2","high-priority;performance;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/91",""
"gh-91-epic-story-2-task-4","gh-91-epic-story-2-task-4","AUTO","Sub-task","Add loading states (Suspense)","Derived from Phase 2: Component Lazy Loading (Day 2)","gh-91-epic-story-2","high-priority;performance;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/91",""
"gh-91-epic-story-2-task-5","gh-91-epic-story-2-task-5","AUTO","Sub-task","Test user flows (upload CSV, export)","Derived from Phase 2: Component Lazy Loading (Day 2)","gh-91-epic-story-2","high-priority;performance;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/91",""
"gh-91-epic-story-3","gh-91-epic-story-3","AUTO","Story","Phase 3: Optimization (Day 3) - Implement Code Splitting and Lazy Loading","Parent GitHub issue: https://github.com/kmcgarry1/edhrec-compare/issues/91

1. Add prefetch for frequently used chunks
2. Optimize chunk sizes (combine small chunks)
3. Test on slow 3G connection
4. Measure Core Web Vitals improvements
5. Update bundle analysis","gh-91-epic","high-priority;performance;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/91","1. Initial JS bundle reduced to 110-120 KB (from 201 KB) | 2. Time to Interactive (TTI) reduced by 30%+ | 3. Largest Contentful Paint (LCP) < 2.5s on 3G | 4. All lazy-loaded components work correctly | 5. No regression in user experience | 6. Loading states shown for slow connections | 7. Chunk loading errors handled gracefully | 8. Bundle analysis shows optimal chunk sizes"
"gh-91-epic-story-3-task-1","gh-91-epic-story-3-task-1","AUTO","Sub-task","Add prefetch for frequently used chunks","Derived from Phase 3: Optimization (Day 3)","gh-91-epic-story-3","high-priority;performance;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/91",""
"gh-91-epic-story-3-task-2","gh-91-epic-story-3-task-2","AUTO","Sub-task","Optimize chunk sizes (combine small chunks)","Derived from Phase 3: Optimization (Day 3)","gh-91-epic-story-3","high-priority;performance;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/91",""
"gh-91-epic-story-3-task-3","gh-91-epic-story-3-task-3","AUTO","Sub-task","Test on slow 3G connection","Derived from Phase 3: Optimization (Day 3)","gh-91-epic-story-3","high-priority;performance;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/91",""
"gh-91-epic-story-3-task-4","gh-91-epic-story-3-task-4","AUTO","Sub-task","Measure Core Web Vitals improvements","Derived from Phase 3: Optimization (Day 3)","gh-91-epic-story-3","high-priority;performance;architecture","https://github.com/kmcgarry1/edhrec-compare/issues/91",""
